名称,面数据
南京科技馆-湿地公园,"13223547.54,3739777.46,13223562.57,3739780.47,13223803.58,3739793.01,13223839.53,3739795.5,13223861.57,3739793.01,13223867.58,3739790.39,13223892.51,3739763.87,13223937.03,3739705.88,13224000.03,3739608.96,13224045.56,3739519.5,13224085.55,3739454.97,13224108.59,3739410.43,13224140.53,3739341.45,13224151.11,3739311.42,13224143.1,3739296.93,13224131.08,3739284.38,13223916.55,3739175.98,13223709.48,3739064.96,13223690.01,3739061.43,13223674.54,3739075.4,13223621.56,3739272.5,13223561.12,3739527.45,13223541.09,3739750.96,13223540.53,3739768.45,13223547.54,3739777.46"
菊花台公园,"13220479.84,3738404.47,13220524.85,3738461.29,13220567.93,3738518.23,13220620.11,3738628.46,13220636.38,3738678.22,13220622.03,3738816.15,13220618.02,3738870.21,13220632.93,3738896.2,13220646.84,3738907.44,13220699.18,3738941.0,13220741.7,3738970.66,13220758.73,3738994.81,13220758.93,3739008.92,13220754.16,3739016.49,13220742.34,3739023.03,13220721.3,3739021.71,13220700.38,3739021.99,13220674.77,3739023.43,13220654.97,3739037.4,13220648.16,3739052.54,13220639.82,3739068.09,13220619.91,3739083.23,13220596.3,3739086.76,13220572.5,3739087.3,13220540.76,3739091.86,13220521.16,3739096.31,13220510.26,3739101.01,13220499.36,3739110.94,13220497.0,3739121.9,13220498.44,3739133.54,13220508.02,3739143.72,13220593.18,3739198.05,13220678.22,3739254.21,13220692.8,3739268.32,13220694.73,3739279.67,13220691.8,3739290.78,13220685.15,3739299.4,13220677.33,3739298.75,13220668.44,3739296.4,13220637.06,3739277.06,13220628.68,3739274.45,13220621.91,3739274.07,13220613.45,3739278.5,13220608.77,3739285.55,13220600.31,3739301.36,13220595.62,3739333.36,13220596.74,3739383.9,13220600.63,3739415.39,13220618.1,3739454.45,13220640.51,3739483.19,13220690.48,3739531.24,13220743.46,3739571.99,13220765.5,3739590.15,13220825.17,3739624.39,13220885.41,3739655.6,13220948.08,3739687.86,13220966.24,3739704.32,13220992.49,3739724.31,13221017.41,3739747.17,13221026.67,3739751.99,13221035.57,3739752.51,13221044.83,3739744.94,13221062.42,3739730.57,13221071.32,3739720.13,13221089.67,3739715.02,13221114.96,3739707.71,13221131.87,3739693.6,13221148.9,3739672.71,13221159.8,3739639.93,13221173.39,3739621.24,13221185.85,3739610.54,13221196.99,3739603.6,13221203.57,3739600.07,13221209.7,3739601.13,13221212.14,3739602.96,13221214.91,3739607.67,13221212.22,3739612.23,13221206.45,3739620.86,13221185.97,3739639.13,13221184.97,3739644.36,13221168.94,3739676.1,13221154.67,3739696.75,13221138.08,3739713.85,13221099.81,3739729.65,13221088.79,3739735.01,13221079.53,3739741.29,13221077.65,3739749.9,13221076.77,3739755.78,13221076.97,3739764.67,13221079.89,3739778.12,13221085.66,3739808.55,13221084.9,3739826.57,13221084.78,3739837.81,13221087.79,3739851.52,13221095.8,3739865.11,13221101.25,3739870.07,13221109.51,3739872.82,13221145.78,3739882.75,13221161.81,3739888.62,13221169.94,3739893.33,13221174.27,3739901.16,13221176.07,3739909.51,13221174.51,3739919.97,13221166.05,3739937.99,13221156.8,3739955.23,13221153.59,3739969.88,13221152.35,3739978.74,13221154.03,3739984.76,13221154.47,3739991.28,13221156.68,3739995.09,13221159.12,3739997.96,13221164.81,3740002.66,13221170.82,3740005.39,13221206.33,3740010.09,13221252.78,3740014.8,13221269.01,3740012.96,13221273.82,3740011.79,13221276.14,3740007.88,13221277.91,3740002.4,13221270.69,3739983.07,13221267.45,3739959.41,13221268.45,3739951.58,13221273.7,3739944.13,13221279.15,3739938.79,13221284.48,3739936.43,13221290.93,3739936.55,13221299.75,3739938.91,13221306.76,3739939.56,13221314.33,3739943.49,13221317.54,3739947.91,13221324.91,3739959.81,13221330.24,3739964.26,13221340.82,3739968.56,13221349.6,3739971.43,13221358.18,3739970.77,13221365.43,3739967.13,13221372.08,3739961.51,13221374.65,3739957.58,13221377.01,3739951.58,13221374.77,3739933.94,13221365.43,3739865.89,13221342.83,3739763.87,13221311.89,3739624.11,13221306.96,3739581.14,13221310.41,3739544.17,13221316.1,3739488.67,13221321.55,3739419.95,13221320.43,3739408.6,13221310.97,3739400.25,13221304.52,3739394.88,13221294.5,3739394.37,13221278.83,3739392.53,13221242.28,3739396.32,13221201.2,3739395.66,13221172.15,3739389.4,13221148.34,3739381.29,13221084.98,3739352.18,13221047.15,3739330.89,13220969.56,3739289.88,13220946.52,3739272.62,13220928.93,3739248.47,13220872.38,3739166.04,13220856.67,3739127.26,13220854.35,3739053.46,13220862.68,3738975.62,13220877.15,3738935.38,13220892.98,3738917.37,13220912.14,3738905.35,13220931.49,3738904.31,13220952.97,3738907.04,13220986.36,3738916.85,13221004.95,3738926.63,13221032.0,3738929.24,13221045.83,3738924.68,13221065.18,3738915.53,13221095.8,3738885.5,13221128.18,3738834.16,13221185.53,3738749.66,13221203.45,3738734.9,13221220.6,3738721.58,13221232.62,3738707.61,13221236.51,3738695.46,13221230.94,3738674.17,13221215.91,3738621.14,13221222.04,3738497.6,13221195.43,3738335.64,13221190.98,3738313.18,13221152.35,3738202.17,13221142.01,3738161.56,13221139.44,3738111.66,13221134.56,3738088.02,13221115.72,3738046.09,13221100.37,3738024.43,13221077.65,3738012.41,13221060.42,3738008.62,13221031.8,3738010.18,13220963.11,3738011.49,13220828.3,3738027.68,13220806.46,3738030.17,13220745.14,3738042.7,13220714.4,3738048.72,13220641.95,3738068.57,13220575.5,3738088.16,13220468.62,3738128.64,13220353.52,3738174.87,13220329.68,3738190.42,13220316.21,3738202.29,13220307.0,3738221.23,13220311.77,3738236.91,13220319.46,3738257.28,13220335.81,3738280.65,13220361.86,3738306.26,13220425.22,3738357.84,13220479.84,3738404.47"
瞻园,"13223882.37,3743951.23,13223883.37,3743960.37,13223912.43,3744082.14,13223919.32,3744090.25,13223927.89,3744091.55,13223937.03,3744089.47,13223950.06,3744084.37,13223957.07,3744078.61,13223958.19,3744071.3,13223955.95,3744045.43,13223947.73,3744014.98,13223947.93,3744008.44,13223951.5,3744006.49,13223961.64,3744001.39,13224003.84,3743986.5,13224011.29,3743983.37,13224014.18,3743979.57,13224015.06,3743973.43,13224013.62,3743967.17,13224001.15,3743915.42,13223996.58,3743909.93,13223990.25,3743907.06,13223971.1,3743911.11,13223900.84,3743934.63,13223894.63,3743936.2,13223888.5,3743939.85,13223885.17,3743942.46,13223882.93,3743946.64,13223882.37,3743951.23"
大学城公园,"13235504.61,3728446.82,13235423.78,3728576.4,13235358.78,3728662.39,13235330.6,3728712.37,13235309.56,3728770.58,13235302.87,3728819.65,13235301.11,3728863.35,13235303.87,3728888.94,13235344.95,3728901.48,13235415.2,3728926.91,13235430.47,3728939.58,13235449.95,3728934.88,13235491.11,3728838.04,13235506.61,3728789.9,13235531.1,3728777.24,13235594.22,3728777.62,13235748.71,3728780.75,13236109.27,3728804.5,13236169.62,3728814.43,13236193.43,3728807.89,13236208.58,3728796.03,13236226.85,3728758.31,13236259.03,3728683.28,13236265.92,3728665.66,13236258.47,3728653.78,13236229.42,3728641.9,13235957.22,3728585.66,13235849.26,3728540.13,13235649.2,3728459.87,13235597.55,3728436.38,13235563.8,3728424.5,13235547.77,3728419.02,13235532.86,3728418.1,13235519.16,3728425.02,13235504.61,3728446.82"
清凉山公园,"13221104.02,3747586.49,13220978.58,3747722.17,13220933.38,3747780.72,13220914.58,3747837.18,13220903.76,3747898.1,13220902.64,3747911.83,13220903.2,3747927.78,13220911.01,3747941.49,13220923.36,3747948.56,13220951.53,3747953.27,13220985.27,3747950.26,13221019.86,3747939.67,13221056.49,3747921.9,13221092.92,3747906.59,13221104.94,3747906.33,13221113.4,3747908.17,13221121.05,3747919.27,13221127.18,3747933.52,13221128.3,3747947.11,13221126.06,3747965.54,13221114.72,3747990.25,13221102.82,3748011.3,13221078.45,3748089.86,13221061.94,3748146.84,13221049.03,3748170.49,13221037.25,3748182.27,13221021.1,3748184.88,13221008.08,3748188.41,13221000.5,3748192.33,13220998.74,3748205.13,13220998.62,3748220.95,13221009.52,3748234.8,13221028.68,3748255.21,13221039.26,3748265.39,13221045.03,3748280.42,13221048.71,3748292.46,13221048.47,3748303.04,13221046.03,3748309.32,13221035.57,3748326.06,13221032.24,3748331.8,13221030.68,3748337.68,13221031.56,3748341.6,13221032.0,3748346.31,13221036.69,3748349.18,13221044.91,3748356.11,13221051.16,3748359.12,13221054.73,3748358.6,13221058.05,3748356.63,13221071.96,3748343.95,13221084.66,3748328.13,13221089.55,3748308.4,13221099.01,3748286.18,13221112.03,3748267.49,13221121.85,3748251.54,13221129.99,3748228.66,13221129.87,3748174.3,13221131.99,3748118.22,13221130.07,3748101.1,13221124.3,3748075.73,13221125.62,3748061.88,13221127.54,3748046.06,13221137.76,3748030.11,13221154.59,3748016.78,13221200.88,3748005.8,13221253.1,3747996.91,13221334.57,3747976.78,13221394.36,3747975.35,13221448.47,3747976.0,13221466.38,3747962.27,13221482.97,3747939.93,13221495.88,3747919.53,13221508.46,3747907.65,13221522.61,3747902.95,13221540.2,3747902.95,13221546.41,3747902.95,13221552.78,3747900.45,13221559.36,3747896.79,13221562.44,3747887.78,13221567.01,3747859.8,13221572.7,3747797.72,13221585.85,3747739.69,13221609.09,3747649.23,13221628.81,3747582.31,13221634.58,3747567.8,13221638.5,3747557.34,13221635.94,3747546.64,13221633.01,3747536.03,13221624.12,3747536.03,13221612.21,3747535.91,13221552.54,3747558.39,13221532.62,3747562.98,13221497.44,3747568.72,13221467.7,3747571.85,13221436.44,3747574.85,13221367.51,3747560.23,13221302.19,3747540.48,13221279.15,3747536.95,13221238.75,3747539.58,13221194.87,3747544.66,13221167.82,3747549.11,13221131.19,3747564.93,13221104.02,3747586.49"
国立美术馆旧址,"13224869.47,3746999.76,13224889.95,3747076.75,13224953.18,3747063.42,13224933.15,3746985.4,13224917.2,3746989.84,13224906.18,3746989.84,13224869.47,3746999.76"
鼓楼公园,"13223593.79,3748995.05,13223594.79,3748996.91,13223620.28,3748999.98,13223635.78,3748999.08,13223651.77,3748992.02,13223669.29,3748979.53,13223681.35,3748966.02,13223694.74,3748938.51,13223695.74,3748919.58,13223692.17,3748904.5,13223686.32,3748896.54,13223679.75,3748885.58,13223661.23,3748877.53,13223645.84,3748872.57,13223626.77,3748875.5,13223609.7,3748881.08,13223591.3,3748894.47,13223575.79,3748908.04,13223568.78,3748921.0,13223564.25,3748935.05,13223565.73,3748965.92,13223574.83,3748983.47,13223593.79,3748995.05"
郑和公园,"13224880.49,3745404.83,13224874.12,3745421.69,13224871.91,3745431.75,13224870.11,3745448.47,13224875.6,3745476.97,13224879.05,3745482.97,13224886.38,3745485.32,13224894.96,3745485.86,13224946.61,3745464.42,13225016.06,3745453.43,13225026.52,3745450.44,13225029.53,3745444.43,13225029.09,3745435.94,13225034.1,3745431.49,13225047.56,3745430.97,13225088.08,3745423.52,13225107.36,3745414.63,13225116.93,3745410.97,13225120.14,3745404.43,13225121.7,3745397.0,13225099.02,3745323.42,13225094.21,3745313.21,13225087.64,3745308.39,13225078.74,3745306.7,13225062.59,3745310.09,13225011.86,3745328.26,13224941.36,3745351.9,13224912.43,3745364.57,13224900.53,3745372.82,13224889.06,3745387.19,13224880.49,3745404.83"
南京中国绿化博览园,"13215719.56,3743483.06,13215669.35,3743501.87,13215611.24,3743536.23,13215573.53,3743559.76,13215539.66,3743585.23,13215496.14,3743625.75,13215474.66,3743644.82,13215460.07,3743662.46,13215434.7,3743667.42,13215431.34,3743657.35,13215418.99,3743645.6,13215408.86,3743613.33,13215387.74,3743536.88,13215350.75,3743421.38,13215335.72,3743415.78,13215321.13,3743390.8,13215310.67,3743352.26,13215309.23,3743296.74,13215321.69,3743217.3,13215327.7,3743198.75,13215343.17,3743177.84,13215355.68,3743167.78,13215379.16,3743155.76,13215412.22,3743128.84,13215422.68,3743107.27,13215424.24,3743091.73,13215392.74,3743034.77,13215386.73,3743007.33,13215365.69,3742897.32,13215351.67,3742802.34,13215325.7,3742707.74,13215311.23,3742676.25,13215297.65,3742661.22,13215179.22,3742662.28,13215072.22,3742667.76,13215071.66,3742712.98,13215062.44,3743091.61,13215087.05,3743526.04,13215104.52,3743638.02,13215144.04,3743806.04,13215164.96,3743861.59,13215300.45,3744114.55,13215449.49,3744357.08,13215575.97,3744543.54,13215666.02,3744671.08,13215783.0,3744811.56,13215788.01,3744838.09,13215836.02,3744826.59,13215937.53,3744786.59,13215987.5,3744746.99,13216000.53,3744752.09,13216016.44,3744734.06,13216036.48,3744719.55,13216061.0,3744701.53,13216075.47,3744676.56,13216075.03,3744640.49,13216065.45,3744605.1,13216022.01,3744548.5,13216013.43,3744525.5,13216013.43,3744441.1,13216009.43,3744434.05,13215975.04,3744376.55,13215968.03,3744324.02,13215975.04,3744305.07,13216003.53,3744286.11,13216016.0,3744282.07,13216026.02,3744268.1,13216025.46,3744245.1,13216022.01,3744219.09,13215979.85,3744107.49,13215844.92,3743691.33,13215787.57,3743491.03,13215780.8,3743477.69,13215743.93,3743473.39,13215719.56,3743483.06"
平顶山公园,"13222041.02,3772165.29,13222049.36,3772196.97,13222076.65,3772234.44,13222115.16,3772268.62,13222158.92,3772298.89,13222204.65,3772318.0,13222252.98,3772326.51,13222292.94,3772313.16,13222330.89,3772275.57,13222349.28,3772240.08,13222351.37,3772201.56,13222338.9,3772174.45,13222309.29,3772154.28,13222210.34,3772086.57,13222115.6,3772039.55,13222090.88,3772046.09,13222065.51,3772066.52,13222044.47,3772104.5,13222035.69,3772138.56,13222041.02,3772165.29"
汉中门广场,"13221874.47,3746757.47,13221895.99,3746781.9,13221924.92,3746796.01,13221980.91,3746816.94,13221992.49,3746816.94,13221999.5,3746816.02,13222003.95,3746810.0,13222005.39,3746803.98,13221996.5,3746757.99,13221997.5,3746748.96,13222002.95,3746744.39,13222009.96,3746744.39,13222018.42,3746747.0,13222024.43,3746751.45,13222029.44,3746757.99,13222035.89,3746761.51,13222052.48,3746761.51,13222064.39,3746757.47,13222068.95,3746753.02,13222070.96,3746745.95,13222068.95,3746736.42,13222060.94,3746724.92,13222056.93,3746712.51,13222058.49,3746678.91,13222060.5,3746628.47,13222054.93,3746616.97,13222049.48,3746613.44,13222036.89,3746611.99,13222021.43,3746613.44,13222001.95,3746615.91,13221944.52,3746626.49,13221921.92,3746635.38,13221874.95,3746741.5,13221873.47,3746749.5,13221874.47,3746757.47"
李宗仁公馆旧址,"13223650.37,3749741.49,13223614.42,3749735.1,13223569.46,3749733.52,13223502.89,3749729.6,13223493.88,3749730.51,13223493.32,3749767.52,13223548.3,3749790.52,13223525.38,3749866.09,13223626.33,3749868.96,13223650.37,3749741.49"
郑和宝船遗址公园,"13217919.94,3748928.91,13217921.39,3748968.39,13217927.4,3749131.93,13217929.4,3749152.83,13217929.4,3749163.81,13217943.87,3749172.32,13217963.91,3749185.0,13218013.76,3749212.46,13218157.95,3749290.36,13218424.65,3749430.1,13218449.38,3749443.32,13218471.42,3749455.33,13218485.45,3749451.81,13218489.9,3749445.41,13218490.9,3749424.34,13218505.37,3749308.92,13218514.38,3749266.31,13218517.39,3749239.76,13218511.94,3749206.18,13218499.79,3749180.81,13218469.98,3749155.98,13218382.01,3749102.91,13218193.02,3748991.53,13218147.81,3748961.73,13218069.87,3748915.84,13218033.72,3748904.85,13218018.89,3748900.81,13217978.93,3748898.2,13217956.77,3748896.88,13217938.3,3748901.33,13217924.51,3748907.09,13217919.94,3748928.91"
鼋头石湿地风景区,"13210586.14,3738526.72,13210594.71,3738562.25,13210677.19,3738712.18,13210756.22,3738829.2,13210806.19,3738927.17,13210852.64,3739032.69,13210902.73,3739127.78,13210962.16,3739234.75,13211050.65,3739401.68,13211110.2,3739583.75,13211146.19,3739703.27,13211215.2,3739865.77,13211264.17,3740047.2,13211318.15,3740241.69,13211326.61,3740246.65,13211335.19,3740243.78,13211340.19,3740226.28,13211319.16,3740051.25,13211302.68,3739880.79,13211273.63,3739683.68,13211274.63,3739541.7,13211291.1,3739306.2,13211303.13,3739228.74,13211339.63,3739142.28,13211389.21,3739042.22,13211315.15,3738977.71,13211101.18,3738795.24,13210845.7,3738594.24,13210781.14,3738561.71,13210681.19,3738526.2,13210607.74,3738502.17,13210593.71,3738511.69,13210586.14,3738526.72"
浦口公园,"13216643.62,3754437.04,13216560.58,3754465.56,13216500.59,3754485.57,13216460.07,3754498.5,13216448.17,3754509.5,13216441.6,3754526.5,13216444.61,3754545.59,13216457.63,3754573.97,13216483.68,3754638.58,13216531.65,3754712.48,13216552.57,3754743.99,13216570.6,3754760.07,13216586.63,3754767.52,13216611.12,3754770.01,13216643.62,3754760.99,13216672.15,3754745.56,13216807.17,3754667.08,13216839.11,3754649.56,13216851.13,3754635.06,13216898.66,3754560.5,13216932.08,3754502.05,13216928.64,3754487.0,13216922.63,3754474.97,13216905.47,3754458.62,13216831.65,3754400.03,13216792.14,3754378.97,13216759.08,3754364.06,13216743.17,3754370.08,13216724.89,3754381.86,13216709.42,3754399.63,13216667.59,3754427.49,13216643.62,3754437.04"
西安门遗址公园,"13226163.46,3746541.82,13226175.05,3746542.33,13226260.97,3746532.79,13226266.98,3746528.34,13226260.97,3746451.38,13226257.96,3746448.37,13226225.02,3746449.8,13226223.02,3746453.33,13226222.01,3746457.78,13226224.02,3746476.33,13226223.46,3746479.86,13226221.45,3746482.35,13226193.96,3746486.27,13226187.95,3746484.84,13226183.06,3746461.82,13226180.5,3746459.35,13226147.99,3746461.82,13226145.51,3746463.79,13226161.02,3746536.32,13226163.46,3746541.82"
弘阳欢乐世界-欢乐花园,"13217450.5,3759341.42,13217457.51,3759351.91,13217482.44,3759358.96,13217521.39,3759377.42,13217542.43,3759387.88,13217551.45,3759390.37,13217589.96,3759401.35,13217602.43,3759400.97,13217609.44,3759390.89,13217611.92,3759365.9,13217637.41,3759354.92,13217651.0,3759245.41,13217640.98,3759240.96,13217650.44,3759216.35,13217651.0,3759207.86,13217645.43,3759197.38,13217636.97,3759193.45,13217634.49,3759191.9,13217636.41,3759168.86,13217612.44,3759168.48,13217607.43,3759218.44,13217574.49,3759263.98,13217547.0,3759291.98,13217504.92,3759311.87,13217465.41,3759325.48,13217449.94,3759333.97,13217450.5,3759341.42"
临时政府参议院旧址,"13223555.75,3750331.23,13223440.34,3750322.74,13223321.87,3750316.58,13223313.86,3750522.11,13223534.39,3750527.59,13223555.75,3750331.23"
雨花台风景名胜区,"13223131.52,3741547.75,13223145.54,3741568.66,13223155.0,3741605.75,13223174.04,3741707.64,13223196.96,3741739.65,13223224.49,3741766.17,13223272.46,3741796.75,13223357.5,3741809.68,13223480.97,3741805.75,13223581.04,3741769.18,13223678.42,3741719.66,13223744.47,3741672.77,13223780.54,3741634.76,13223814.48,3741584.72,13223846.54,3741522.66,13223886.5,3741424.69,13223906.53,3741371.64,13223949.5,3741276.16,13223988.01,3741191.24,13224037.46,3741075.24,13224064.51,3741015.27,13224101.02,3740956.76,13224145.99,3740891.69,13224190.51,3740837.74,13224290.02,3740737.16,13224379.99,3740676.16,13224479.93,3740619.2,13224562.01,3740582.75,13224568.02,3740576.75,13224570.02,3740567.21,13224565.45,3740548.67,13224557.52,3740539.64,13224542.97,3740529.2,13224344.48,3740429.28,13224220.0,3740365.66,13224184.94,3740351.16,13224161.01,3740347.23,13224123.94,3740341.23,13224048.04,3740337.7,13223821.05,3740336.65,13223603.96,3740333.26,13223581.04,3740346.71,13223568.46,3740367.22,13223564.45,3740382.76,13223558.56,3740562.24,13223550.98,3740571.27,13223538.96,3740574.26,13223469.47,3740567.74,13223457.45,3740562.24,13223452.0,3740557.68,13223452.44,3740549.19,13223458.01,3740434.76,13223457.45,3740366.18,13223453.0,3740336.65,13223445.99,3740328.7,13223433.96,3740321.24,13223365.96,3740313.67,13223234.95,3740312.75,13223188.94,3740317.72,13223072.64,3740333.52,13223064.39,3740341.75,13223068.64,3740358.61,13223072.64,3740366.56,13223084.23,3740369.57,13223272.02,3740354.68,13223383.99,3740359.65,13223399.02,3740366.7,13223427.95,3740414.77,13223432.96,3740444.68,13223428.96,3740534.68,13223417.93,3740556.76,13223401.02,3740558.72,13223341.03,3740554.67,13223272.02,3740558.72,13223241.96,3740554.67,13223174.04,3740527.77,13223145.98,3740516.67,13223119.93,3740515.75,13223011.97,3740543.69,13223001.51,3740557.68,13223000.95,3740575.18,13223022.99,3740661.65,13223018.98,3740672.77,13223008.96,3740678.77,13222925.01,3740701.77,13222918.91,3740707.77,13222935.47,3740812.79,13222948.97,3740900.72,13222935.03,3741183.67,13222954.98,3741263.74,13223008.96,3741430.69,13223048.04,3741501.76,13223068.96,3741523.72,13223087.99,3741532.73,13223131.52,3741547.75"
古林公园,"13220205.45,3749713.25,13220193.86,3749736.01,13220159.48,3749816.27,13220107.94,3749918.76,13220090.47,3749943.35,13220051.96,3749988.31,13220048.39,3749993.81,13220050.39,3750003.22,13220059.41,3750012.25,13220099.49,3750019.82,13220119.97,3750031.32,13220126.42,3750054.34,13220124.41,3750075.78,13220131.43,3750101.79,13220147.46,3750123.75,13220176.39,3750142.7,13220211.46,3750159.7,13220264.0,3750174.87,13220295.42,3750181.29,13220327.92,3750183.76,13220353.97,3750181.29,13220384.58,3750178.28,13220464.61,3750151.61,13220547.21,3750123.89,13220629.81,3750091.61,13220660.86,3750082.32,13220686.03,3750082.7,13220714.4,3750087.14,13220733.44,3750099.04,13220759.17,3750120.74,13220774.64,3750128.33,13220794.56,3750129.37,13220815.39,3750127.28,13220831.42,3750124.93,13220836.63,3750114.21,13220829.42,3750087.68,13220785.98,3749933.01,13220746.91,3749817.84,13220736.25,3749804.65,13220724.78,3749794.7,13220694.49,3749782.29,13220666.31,3749768.7,13220633.93,3749749.72,13220618.34,3749741.89,13220582.96,3749733.52,13220536.87,3749726.33,13220498.88,3749719.79,13220476.2,3749718.1,13220454.6,3749719.41,13220427.22,3749725.41,13220404.06,3749733.92,13220391.16,3749741.63,13220381.46,3749743.33,13220370.76,3749746.08,13220348.96,3749746.08,13220314.09,3749741.11,13220290.73,3749732.35,13220268.0,3749720.45,13220249.33,3749710.13,13220235.38,3749705.16,13220222.36,3749705.42,13220212.7,3749707.38,13220205.45,3749713.25"
甘家大院,"13223530.95,3744740.85,13223676.86,3744697.73,13223635.78,3744601.69,13223624.32,3744598.68,13223614.87,3744596.21,13223591.38,3744598.68,13223493.0,3744625.86,13223530.95,3744740.85"
中华门瓮城,"13223628.69,3743081.65,13223641.64,3743078.74,13223653.74,3743065.62,13223667.68,3743042.23,13223680.23,3742991.61,13223680.67,3742969.15,13223645.16,3742818.66,13223640.15,3742806.69,13223632.18,3742802.22,13223625.65,3742801.21,13223498.17,3742840.19,13223531.67,3742987.26,13223537.64,3743004.22,13223549.18,3743023.65,13223569.7,3743049.1,13223600.2,3743072.12,13223628.69,3743081.65"
金陵刻经处,"13224658.95,3746071.85,13224573.47,3746091.32,13224598.4,3746184.77,13224679.87,3746164.24,13224658.95,3746071.85"
溧水西苑公园,"13250213.82,3696011.76,13250204.73,3696025.17,13250201.6,3696048.07,13250205.49,3696061.09,13250216.51,3696066.55,13250259.71,3696085.56,13250283.32,3696096.88,13250282.87,3696116.01,13250279.63,3696131.1,13250286.08,3696141.78,13250299.11,3696145.8,13250311.25,3696150.63,13250323.51,3696146.58,13250339.3,3696132.53,13250382.5,3696066.81,13250383.62,3696052.24,13250377.61,3696040.52,13250363.03,3696020.75,13250336.3,3696003.43,13250295.22,3695994.32,13250273.74,3695993.93,13250245.89,3695994.21,13250233.66,3695998.09,13250213.82,3696011.76"
神策门公园,"13223889.82,3752893.66,13223897.28,3752902.69,13223905.85,3752919.69,13223918.8,3752938.12,13223939.36,3752946.09,13223984.8,3752959.19,13224013.86,3752964.15,13224087.88,3752971.2,13224226.38,3752987.17,13224252.31,3752998.15,13224265.33,3753005.6,13224271.78,3753005.6,13224321.32,3752987.17,13224351.37,3752972.64,13224436.85,3752917.6,13224441.3,3752875.11,13224438.3,3752845.15,13224432.28,3752819.13,13224419.82,3752813.65,13224402.79,3752809.72,13224343.8,3752808.15,13224336.78,3752804.62,13224333.78,3752793.64,13224333.34,3752767.21,13224328.33,3752757.15,13224308.29,3752748.66,13224151.32,3752775.2,13224143.86,3752782.66,13224139.29,3752815.6,13224138.29,3752822.14,13224134.84,3752826.72,13224129.83,3752829.19,13224121.38,3752831.68,13224070.28,3752836.64,13224063.83,3752839.13,13224041.79,3752897.59,13224034.78,3752903.21,13224028.32,3752905.7,13223889.82,3752893.66"
南京总统府景区,"13225241.61,3747273.59,13225397.1,3747265.1,13225404.59,3747263.52,13225409.6,3747256.47,13225409.04,3747241.04,13225414.61,3747235.56,13225425.07,3747233.59,13225445.11,3747232.04,13225479.06,3747220.0,13225501.1,3747202.1,13225498.53,3747147.08,13225489.64,3747072.56,13225432.09,3746844.5,13225424.07,3746839.02,13225415.62,3746840.59,13225147.55,3746928.02,13225140.1,3746933.5,13225137.61,3746942.53,13225147.87,3746969.31,13225177.05,3747094.01,13225217.12,3747230.98,13225219.57,3747253.98,13225222.57,3747261.03,13225230.59,3747270.58,13225241.61,3747273.59"
泮池园,"13233569.85,3652810.15,13233553.38,3652818.96,13233521.64,3652900.13,13233516.63,3652930.37,13233532.22,3652956.55,13233548.45,3652971.2,13233585.64,3652988.84,13233684.38,3653022.68,13233730.27,3653033.32,13233760.65,3653033.72,13233782.45,3653012.69,13233803.73,3652983.26,13233819.52,3652957.45,13233825.97,3652930.11,13233829.22,3652896.9,13233819.08,3652878.61,13233797.72,3652861.89,13233774.55,3652853.72,13233719.33,3652838.93,13233663.79,3652825.44,13233617.06,3652812.86,13233589.53,3652806.91,13233569.85,3652810.15"
